"sid";"mac";"meter_id";"alias";"temp_value";"humidity_value";"dust1_value";"dust2_value";"dust3_value";"light_value";"noise_value";"co2_value";"updated"
1;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;15.0;32.0;40.0;27413.0;761.0;0.0;"2019-03-02 14:20:15"
2;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;15.0;32.0;40.0;27413.0;761.0;0.0;"2019-03-02 14:20:15"
3;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;14.0;34.0;43.0;27413.0;761.0;0.0;"2019-03-02 14:40:20"
4;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;36.0;60.0;15306.0;725.0;0.0;"2019-03-02 14:45:33"
5;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;35.0;54.0;15306.0;736.0;0.0;"2019-03-02 15:00:34"
6;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;35.0;58.0;27413.0;733.0;0.0;"2019-03-02 15:01:38"
7;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;35.0;58.0;27413.0;733.0;0.0;"2019-03-02 15:01:38"
8;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;34.0;53.0;27413.0;742.0;0.0;"2019-03-02 15:27:05"
9;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;20.0;40.0;58.0;27413.0;736.0;0.0;"2019-03-02 15:39:37"
10;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;17.0;36.0;46.0;27413.0;745.0;0.0;"2019-03-02 15:49:00"
11;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;18.0;35.0;57.0;27413.0;740.0;0.0;"2019-03-02 15:56:21"
12;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;5.0;19.0;24.0;27413.0;764.0;0.0;"2019-03-02 16:05:17"
13;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;37.0;57.0;15306.0;736.0;0.0;"2019-03-02 16:17:20"
14;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;35.0;58.0;15306.0;738.0;0.0;"2019-03-02 16:20:59"
15;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;20.0;36.0;54.0;27413.0;748.0;0.0;"2019-03-02 16:40:32"
17;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;14.0;31.0;40.0;27413.0;757.0;0.0;"2019-03-02 16:58:54"
18;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;14.0;31.0;40.0;27413.0;757.0;0.0;"2019-03-02 16:58:54"
19;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;38.0;57.0;27413.0;739.0;0.0;"2019-03-02 17:18:45"
20;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;38.0;61.0;27413.0;728.0;0.0;"2019-03-02 17:20:46"
22;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;28.0;14.0;31.0;15306.0;724.0;0.0;"2019-03-02 17:45:24"
23;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;28.0;14.0;31.0;15306.0;724.0;0.0;"2019-03-02 17:45:24"
24;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;6.0;23.0;34.0;27413.0;741.0;0.0;"2019-03-02 18:06:53"
25;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;6.0;23.0;34.0;27413.0;741.0;0.0;"2019-03-02 18:06:53"
26;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;10.0;29.0;44.0;27413.0;744.0;0.0;"2019-03-02 18:29:03"
27;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;10.0;29.0;44.0;27413.0;744.0;0.0;"2019-03-02 18:29:03"
28;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;38.0;57.0;27413.0;737.0;0.0;"2019-03-02 18:44:03"
29;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;3.0;13.0;22.0;27413.0;762.0;0.0;"2019-03-02 18:59:26"
30;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;28.0;14.0;29.0;15306.0;718.0;0.0;"2019-03-02 19:08:57"
31;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;28.0;14.0;29.0;15306.0;718.0;0.0;"2019-03-02 19:08:57"
32;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;37.0;61.0;15306.0;725.0;0.0;"2019-03-02 19:27:01"
33;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;19.0;37.0;61.0;15306.0;725.0;0.0;"2019-03-02 19:27:01"
34;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;18.0;34.0;53.0;15306.0;731.0;0.0;"2019-03-02 19:48:44"
35;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;14.0;32.0;46.0;27413.0;745.0;0.0;"2019-03-02 19:52:47"
36;"B0AF201809140018";"09140018";"수팰리스8층환경1";0.0;0.0;4.0;19.0;23.0;27413.0;756.0;0.0;"2019-03-02 20:05:17"
